"['47600', 'eat-your-greens', 'Eat Your Greens']","['47599', 'eat-your-greeens', 'Eat Your Greeens']"
"['47782', 'ed-kowalczyk', 'Ed Kowalczyk']","['47781', 'ed-kowalcyk', 'Ed Kowalcyk']"
"['47798', 'ed-pettersen', 'Ed Pettersen']","['47797', 'ed-petersen', 'Ed Petersen']"
"['47867', 'eddie-halliwell', 'Eddie Halliwell']","['47866', 'eddie-halliwel', 'Eddie Halliwel']"
"['47891', 'eddie-montoya', 'Eddie Montoya']","['47890', 'eddie-montorya', 'Eddie Montorya']"
"['48017', 'edith-makes-a-paper-chain', 'Edith Makes A Paper Chain']","['48016', 'edith-makes-a-pape-chain', 'Edith Makes A Pape Chain']"
"['48077', 'edward-sharpe-the-magnetic-zeros', 'Edward Sharpe & the Magnetic Zeros']","['48076', 'edward-sharpe-the-magnetic-zeroes', 'Edward Sharpe & The Magnetic Zeroes']"
"['48176', 'eight-bells', 'Eight Bells']","['48175', 'eight-belles', 'Eight Belles']"
"['48350', 'el-papachango', 'El Papachango']","['48349', 'el-papa-chango', 'El Papa Chango']"
"['48466', 'eleanor-friedberger', 'Eleanor Friedberger']","['48465', 'eleanor-freidberger', 'Eleanor Freidberger']"
"['48486', 'electric-banana-band', 'Electric Banana Band']","['48485', 'electric-banan-band', 'Electric Banan Band']"
"['48577', 'electric-shrine', 'Electric Shrine']","['48576', 'electric-shriine', 'Electric Shriine']"
"['48597', 'electric-vengeance', 'Electric Vengeance']","['48596', 'electric-vengance', 'Electric Vengance']"
"['48666', 'element-of-soul', 'Element of Soul']","['48661', 'element-of-sol', 'Element Of Sol']"
"['48803', 'elijah-skilliam', 'Elijah & Skilliam ']","['48802', 'elijah-skillam', 'Elijah & Skillam']"
"['48903', 'elizabeth-the-catapult', 'Elizabeth & The Catapult']","['48902', 'elizabeth-the-catapault', 'Elizabeth & The Catapault']"
"['49045', 'elliot-moss', 'Elliot Moss']","['49044', 'elliot-moses', 'Elliot Moses']"
"['49109', 'elodie-siffert', 'Elodie Siffert']","['49108', 'elodie-sifert', 'Elodie Sifert']"
"['49131', 'elsa-tootsie-the-miniband', 'Elsa Tootsie & The Miniband']","['49132', 'elsa-tootsie-the-mini-band', 'Elsa Tootsie & the Mini Band']"
"['49155', 'eluvetitie', 'Eluvetitie']","['49154', 'eluveitie', 'Eluveitie']"
"['49270', 'emeli-sande', 'Emeli Sande']","['49269', 'emeli-sand', 'Emeli Sand']"
"['49338', 'emil-campbell-kimberly-michaels-mark-lickteig-joe-elliott-erick-ballard-art-haynes-jeff-fawbush-brad-broenen-carl-sward', 'Emil Campbell, Kimberly Michaels, Mark Lickteig, Joe Elliott, Erick Ballard, Art Haynes, Jeff Fawbush, Brad Broenen, Carl Sward']","['49337', 'emil-campbell-kimberly-michaels-mark-lickteig-deevo-erick-ballard-art-haynes-jeff-fawbush-brad-broenen-carl-sward', 'Emil Campbell, Kimberly Michaels, Mark Lickteig, Deevo, Erick Ballard, Art Haynes, Jeff Fawbush, Brad Broenen, Carl Sward']"
"['49364', 'emile-et-images', 'Emile et Images']","['49363', 'emile-et-image', 'Emile et Image']"
"['49359', 'emile-parisien', 'Emile Parisien']","['49358', 'emile-parisen', 'Emile Parisen']"
"['49393', 'emily-barker', 'Emily Barker']","['49392', 'emily-baker', 'Emily Baker']"
"['49627', 'emo-phillips', 'Emo Phillips']","['49626', 'emo-philips', 'Emo Philips']"
"['49763', 'encounters', 'Encounters']","['49762', 'encounter', 'Encounter']"
"['49783', 'end-the-empre', 'End The Empre']","['49782', 'end-the-empire', 'End The Empire']"
"['49876', 'enemy-minds', 'Enemy Minds']","['49875', 'enemy-mind', 'Enemy Mind']"
"['47160', 'enliven-deep-acoutics', 'ENLIVEN DEEP ACOUTICS']","['175581', 'enliven-deep-acoustics', 'enliven deep acoustics']"
"['49985', 'enrico-sanguliano', 'Enrico Sanguliano']","['49984', 'enrico-sangiuliano', 'Enrico Sangiuliano']"
"['50071', 'entombed-ad', 'Entombed Ad']","['50070', 'entombed-a-d', 'Entombed A.D.']"
"['50090', 'enuff-z-nuff', ""Enuff Z'Nuff""]","['50089', 'enuf-z-nuff', 'Enuf Z Nuff']"
"['50271', 'eric-bloom', 'Eric Bloom']","['175586', 'eric-bloo', 'eric bloo']"
"['50322', 'eric-frerrejacques', 'Eric Fr\xc3\xa8rrejacques']","['50321', 'eric-frerejacques', 'Eric Fr\xc3\xa8rejacques']"
"['50326', 'eric-gales', 'Eric Gales']","['50325', 'eric-gale', 'Eric Gale']"
"['50451', 'eric-sempe-guitare', 'Eric Semp\xc3\xa9, guitare']","['47197', 'eric-sempe-guitar', 'ERIC SEMPE, guitar']"
"['50654', 'erin-odowd', 'Erin Odowd']","['50653', 'erin-o-dowd', ""Erin O'Dowd""]"
"['47207', 'erreome-se7visions', 'ERREOME / SE7VISIONS']","['50743', 'erreome-se7evisions', 'Erreome / Se7evisions']"
"['50780', 'esbjorn-svensson', 'Esbj\xc3\xb6rn Svensson']","['50779', 'esbjorn-svenson', 'Esbj\xc3\xb6rn Svenson']"
"['50799', 'escape-the-fate-get-scared-failure-anthem-through-firefate-get-scared-failure-anthem-through-fire', 'Escape the Fate, Get Scared, Failure Anthem, Through FireFate, Get Scared, Failure Anthem, Through Fire']","['50800', 'escape-the-fate-get-scared-failure-anthem-through-fireape-the-fate-get-scared-failure-anthem-through-fire', 'Escape the Fate, Get Scared, Failure Anthem, Through Fireape the Fate, Get Scared, Failure Anthem, Through Fire']"
"['51011', 'ethan-tucker', 'Ethan Tucker']","['51010', 'ethan-trucker', 'Ethan Trucker']"
"['51045', 'etienne-m-bapppe', ""Etienne M'Bappp\xc3\xa9""]","['51044', 'etienne-m-bappe', ""Etienne M'Bappe""]"
"['51050', 'etienne-stadwyjk-keys', 'Etienne Stadwyjk- keys']","['51049', 'etienne-stadwijk-keys', 'Etienne Stadwijk- keys']"
"['51105', 'euphoric-difilement', 'Euphoric Difilement']","['51104', 'euphoric-defilement', 'Euphoric Defilement']"
"['51111', 'eureka-california', 'Eureka California']","['51110', 'eureka-califonia', 'Eureka Califonia']"
"['51261', 'even-cameras-live', 'Even Cameras Live']","['51260', 'even-cameras-lie', 'Even Cameras Lie']"
"['51317', 'everette-harp', 'Everette Harp']","['51316', 'everett-harp', 'Everett Harp']"
"['47260', 'every-flavored-weather-machine', 'EVERY FLAVORED WEATHER MACHINE']","['51351', 'every-flavor-weather-machine', 'Every Flavor Weather Machine']"
"['51358', 'every-mothers-nightmare', 'Every Mothers Nightmare']","['51357', 'every-mother-s-nightmare', ""Every Mother's Nightmare""]"
"['51505', 'ewan-peason', 'Ewan Peason']","['51504', 'ewan-pearson', 'Ewan Pearson']"
"['51755', 'extinction-ad', 'Extinction AD']","['51754', 'extinction-a-d', 'Extinction A.D.']"
"['51793', 'extremists', 'Extremists']","['175622', 'extremist', 'extremist']"
"['51891', 'ezra-furman', 'Ezra Furman']","['51890', 'ezra-fuhrman', 'Ezra Fuhrman']"
"['175629', 'f-u-marylu', 'f u marylu']","['51908', 'f-u-marylou', 'F U MaryLou']"
"['52364', 'fabian-almazan', 'Fabian Almazan']","['52363', 'fabian-alamazan', 'Fabian Alamazan']"
"['52387', 'fabien-marcoz-c-basse', 'Fabien Marcoz \xe2\x80\x93 c.basse']","['52386', 'fabien-marcoz-basse', 'Fabien Marcoz \xe2\x80\x93 basse']"
"['52573', 'failed-states', 'Failed States']","['52572', 'failed-state', 'Failed State']"
"['52625', 'fairtrade-floyd-aut', 'Fairtrade Floyd (aut)']","['52624', 'fairtrade-floyd-at', 'Fairtrade Floyd (at)']"
"['52685', 'fake-laughs', 'Fake Laughs']","['52684', 'fake-laugh', 'Fake Laugh']"
"['52699', 'fake-the-attack', 'Fake The Attack']","['52698', 'fake-the-atack', 'Fake The Atack']"
"['52870', 'false-narrative', 'False Narrative']","['52869', 'false-narative', 'False Narative']"
"['51971', 'false-positives', 'FALSE Positives']","['52872', 'false-positive', 'False Positive']"
"['52877', 'false-pterodactyl', 'False Pterodactyl']","['52876', 'false-pterodacty', 'False Pterodacty']"
"['53176', 'faster-pussycat', 'Faster Pussycat']","['53175', 'faster-pussy-cat', 'Faster Pussy Cat']"
"['51986', 'father-figures', 'FATHER FIGURES']","['51985', 'father-figure', 'FATHER FIGURE$']"
"['53325', 'fatson-jetson', 'Fatson Jetson']","['53324', 'fatso-jetson', 'Fatso Jetson']"
"['53514', 'federator-no1', 'Federator No1']","['53513', 'federator-no-1', 'Federator No.1']"
"['53524', 'federico-scavo', 'Federico Scavo']","['53523', 'federico-sacavo', 'Federico Sacavo']"
"['53706', 'felonius-munk', 'Felonius Munk']","['53705', 'felonious-munk', 'Felonious Munk']"
"['53765', 'feral-states', 'Feral States']","['53764', 'feral-state', 'Feral State']"
"['53838', 'ferry-ultraa', 'Ferry Ultraa']","['53837', 'ferry-ultra', 'Ferry Ultra']"
"['53847', 'fester-haygood', 'Fester Haygood']","['53846', 'fester-hagood', 'Fester Hagood']"
"['53880', 'fetus-omelete', 'Fetus Omelete']","['53879', 'fetus-omelet', 'Fetus Omelet']"
"['54045', 'fiftywatt-freight-train', 'Fiftywatt Freight Train']","['54043', 'fifty-watt-freight-train', 'Fifty Watt Freight Train']"
"['54567', 'five-finger-deathpunch', 'Five Finger Deathpunch']","['54566', 'five-finger-death-punch', 'Five Finger Death Punch']"
"['54625', 'flaamingos', 'Flaamingos']","['54624', 'flaamigos', 'Flaamigos']"
"['54819', 'fleshgod-apocalypse', 'Fleshgod Apocalypse']","['54818', 'fleshgod-apocalyose', 'Fleshgod Apocalyose']"
"['54820', 'fleshgod-apocalyse', 'Fleshgod Apocalyse']","['54819', 'fleshgod-apocalypse', 'Fleshgod Apocalypse']"
"['54836', 'fletcher-s-grove', ""Fletcher's Grove""]","['54835', 'fletcher-s-groove', ""Fletcher's Groove""]"
"['54838', 'fletchers-grove', 'Fletchers Grove']","['54836', 'fletcher-s-grove', ""Fletcher's Grove""]"
"['55095', 'flux-capacitor', 'Flux Capacitor']","['55094', 'flux-capacito', 'Flux Capacito']"
"['55315', 'footprints-in-the-custard', 'Footprints In The Custard']","['55316', 'footprints-in-the-csutard', 'Footprints in the Csutard']"
"['52187', 'forenssick', 'FORENSSICK']","['55459', 'forensick', 'Forensick']"
"['55476', 'forest-ramblers', 'Forest Ramblers']","['55475', 'forest-rambler', 'Forest Rambler']"
"['55492', 'forever-came-calling', 'Forever Came Calling']","['175699', 'forever-came-calliing', 'forever came calliing']"
"['55558', 'forget-me-not', 'Forget Me Not']","['55557', 'forget-me-knot', 'Forget Me Knot']"
"['55852', 'foxboro-hot-tubs', 'Foxboro Hot Tubs']","['55851', 'foxboro-hot-tub-s', ""Foxboro Hot Tub's""]"
"['56062', 'franck-taschini', 'Franck Taschini']","['56061', 'franck-taschin', 'Franck Taschin']"
"['52222', 'francois-and-the-atlas-mountain', 'FRANCOIS AND THE ATLAS MOUNTAIN']","['52231', 'francois-abd-the-atlas-mountains', 'FRAN\xc3\x87OIS ABD THE ATLAS MOUNTAINS ']"
"['57095', 'francois-and-the-atlas-mountains', 'Fr\xc3\xa0n\xc3\xa7ois and The Atlas Mountains']","['52222', 'francois-and-the-atlas-mountain', 'FRANCOIS AND THE ATLAS MOUNTAIN']"
"['70', 'frank-f-sydney-s-western-bandit-volunteers', "" Frank F. Sydney's Western Bandit Volunteers""]","['56117', 'frank-f-sidney-s-western-bandit-volunteers', ""Frank F. Sidney's Western Bandit Volunteers""]"
"['56142', 'frank-marinos-divas', 'Frank Marinos Divas']","['56141', 'frank-marino-s-divas', ""Frank Marino's Divas""]"
"['56147', 'frank-mccomb', 'Frank McComb']","['56146', 'frank-mc-comb', 'Frank Mc Comb']"
"['56196', 'frank-vignola-and-vinny-raniolo', 'Frank Vignola and Vinny Raniolo']","['56195', 'frank-vignola-and-vinnie-raniolo', 'Frank Vignola and Vinnie Raniolo']"
"['56251', 'frankie-stew-and-harvey-gunn', 'Frankie Stew and Harvey Gunn']","['175713', 'frankie-stew-and-harvey-gun', 'frankie stew and Harvey Gun']"
"['56382', 'frazierband', 'FrazierBand']","['175714', 'frazier-band', 'frazier band']"
"['56449', 'fred-flayosc', 'Fred Flayosc']","['56448', 'fred-fayosc', 'Fred Fayosc']"
"['56465', 'fred-martnez', 'Fred Martnez']","['56464', 'fred-martinez', 'Fred Martinez']"
"['56515', 'freddie-hall', 'Freddie Hall']","['56514', 'freddie-hal', 'Freddie Hal']"
"['56609', 'free-the-robots', 'Free The Robots']","['56621', 'free-the-robot', 'Free the Robot']"
"['56632', 'freedom-bremner-vocals', 'Freedom Bremner vocals']","['56633', 'freedom-bremner-vocalist', 'Freedom Bremner-vocalist']"
"['56684', 'freiburger-barockorchster', 'Freiburger Barockorchster']","['56683', 'freiburger-barockorchester', 'Freiburger Barockorchester']"
"['56759', 'fresh-kils', 'Fresh Kils']","['56758', 'fresh-kills', 'Fresh Kills']"
"['56796', 'fri-ky-soda', 'Fri$ky&Soda']","['56795', 'fri-key-soda', 'Fri$key&Soda']"
"['56840', 'friendly-fax', 'Friendly Fax']","['56839', 'friendly-faux', 'Friendly Faux']"
"['175723', 'friends-w-o-benfits', 'friends w/o benfits']","['56857', 'friends-w-o-benefits', 'Friends W/O Benefits']"
"['175724', 'frnkiero-andthe-cellabration', 'frnkiero andthe cellabration']","['56902', 'frnkiero-and-the-cellabration', 'FrnkIero And The Cellabration']"
"['56959', 'from-here-to-la', 'From Here to LA']","['56958', 'from-here-to-l-a', 'From Here To L.A.']"
"['57015', 'from-the-depths', 'From the Depths']","['56982', 'from-the-depth', 'From The Depth']"
"['57010', 'from-wrath-to-ruins', 'From Wrath To Ruins']","['57009', 'from-wrath-to-ruin', 'From Wrath To Ruin']"
"['175736', 'fuck-art-lets-dance', 'fuck art, let\xc2\xb4s dance']","['57118', 'fuck-art-let-s-dance', ""Fuck Art, Let's Dance""]"
"['57151', 'fuelled-hate', 'Fuelled Hate']","['57148', 'fueled-hate', 'Fueled Hate']"
"['57355', 'funky-dawgz-brass-band', 'Funky Dawgz Brass Band']","['57354', 'funky-dawgs-brass-band', 'Funky Dawgs Brass Band']"
"['57471', 'future-hearts', 'Future Hearts']","['57470', 'future-heart', 'Future Heart']"
"['57488', 'future-primitives', 'Future Primitives']","['57487', 'future-primitive', 'Future Primitive']"
"['58048', 'gabriel-ananda', 'Gabriel Ananda']","['175755', 'gabriel-ananada', 'gabriel Ananada']"
"['58072', 'gabriel-kelly', 'Gabriel Kelly']","['58071', 'gabriel-kelley', 'Gabriel Kelley']"
"['58264', 'gamblers-mark', 'Gamblers Mark']","['58263', 'gamblers-mar', 'Gamblers Mar']"
"['58300', 'gang-greene', 'Gang Greene']","['58299', 'gang-green', 'Gang Green']"
"['58304', 'gang-of-youths', 'Gang of Youths']","['58303', 'gang-of-youth', 'Gang of Youth']"
"['58369', 'gardens-villas', 'Gardens & Villas']","['175759', 'gardens-villa', 'gardens & villa']"
"['58461', 'gary-allan', 'Gary Allan']","['58460', 'gary-alan', 'Gary Alan']"
"['58485', 'gary-clarke-jr', 'Gary Clarke Jr']","['58484', 'gary-clark-jr', 'Gary Clark Jr.']"
"['58588', 'gaslighttinkers', 'Gaslighttinkers']","['58587', 'gaslight-tinkers', 'Gaslight Tinkers']"
"['58687', 'gavyn-mytchell', 'Gavyn Mytchell']","['58686', 'gavyn-mytchel', 'Gavyn Mytchel']"
"['58706', 'gaz-brookfield', 'Gaz Brookfield']","['58710', 'gaz-brokfield', 'Gaz brokfield']"
"['57712', 'gb-leighton', 'GB Leighton']","['57711', 'gb-leghton', 'GB Leghton']"
"['58790', 'gemini-syndrome', 'Gemini Syndrome']","['58789', 'gemini-syndrom', 'Gemini Syndrom']"
"['58854', 'general-mojos', 'General Mojo\xe2\x80\x99s']","['58853', 'general-mojo-s', ""General Mojo's""]"
"['58880', 'generators', 'Generators']","['58879', 'generator', 'Generator']"
"['58922', 'geno-washington-and-the-yoyo-s', ""Geno Washington and The YoYo's""]","['58921', 'geno-washington-and-the-yo-yo-s', ""Geno Washington and The Yo-Yo's""]"
"['58949', 'gentle-giants', 'Gentle Giants']","['58948', 'gentle-giant', 'Gentle Giant']"
"['58962', 'gentlemans-dub-club', 'Gentleman\xe2\x80\x99s Dub Club']","['58960', 'gentleman-s-dub-club', ""Gentleman's Dub Club""]"
"['59119', 'george-porter-jr-and-the-runnin-pardners', ""George Porter Jr. and The Runnin' Pardners""]","['59118', 'george-porter-jr-and-runnin-pardners', ""George Porter Jr. and Runnin' Pardners""]"
"['59115', 'george-porter-jr-running-pardners', 'George Porter Jr & Running Pardners']","['59117', 'george-porter-jr-runnin-pardners', ""George Porter Jr. & Runnin' Pardners""]"
"['59131', 'george-singleton', 'George Singleton']","['59130', 'george-shingleton', 'George Shingleton']"
"['59148', 'george-whity', 'George Whity']","['59147', 'george-whitty', 'George Whitty']"
"['59155', 'george-zaikov', 'George Zaikov']","['59154', 'george-zaikoiv', 'George Zaikoiv']"
"['59157', 'george-zaikov-live-trumpet', 'George Zaikov live trumpet']","['59156', 'george-zaikov-live-trompet', 'George Zaikov live Trompet']"
"['59391', 'ghetto-youths-crew', 'Ghetto Youths Crew']","['59390', 'ghetto-youth-crew', 'Ghetto Youth Crew']"
"['59407', 'ghost-animals', 'Ghost Animals']","['59406', 'ghost-animal', 'Ghost Animal']"
"['57762', 'ghost-kings', 'GHOST KINGS']","['59446', 'ghost-king', 'Ghost King']"
"['59455', 'ghost-notes', 'Ghost Notes']","['59510', 'ghost-note', 'Ghost-Note']"
"['59578', 'gian-paolo-bertone', 'Gian Paolo Bertone']","['59577', 'gian-paolo-bertne', 'Gian Paolo Bertne']"
"['59618', 'giant-panda-guerilla-dub-squad', 'Giant Panda Guerilla Dub Squad']","['59617', 'giant-panda-guerilla-dub-sqaud', 'Giant Panda Guerilla Dub Sqaud']"
"['59644', 'gibson-wilbanks', 'Gibson Wilbanks']","['59643', 'gibson-wilanks', 'Gibson Wilanks']"
"['59682', 'gigatron2000', 'Gigatron2000']","['59681', 'gigatron-2000', 'Gigatron 2000']"
"['59738', 'giliiard-lopes', 'Giliiard Lop\xc3\xa9s']","['59737', 'giliard-lopes', 'Giliard Lopes']"
"['59784', 'gina-forsythe', 'Gina Forsythe']","['59783', 'gina-forsyth', 'Gina Forsyth']"
"['59795', 'gina-sicillia', 'Gina Sicillia']","['59794', 'gina-sicilia', 'Gina Sicilia']"
"['59866', 'gio-chambra', 'Gio Chambra']","['57788', 'gio-chamba', 'GIO Chamba']"
"['59996', 'giulia-millanta', 'Giulia Millanta']","['59995', 'giulia-milanta', 'Giulia Milanta']"
"['60015', 'give-me-the-creeps', 'Give Me The Creeps']","['60026', 'give-me-the-creeeps', 'Give me the creeeps']"
"['60062', 'gladiators', 'Gladiators']","['60061', 'gladiator', 'Gladiator']"
"['60112', 'glass-house-point', 'Glass House Point']","['60111', 'glass-house-pint', 'Glass House PInt']"
"['60179', 'glen-phillips', 'Glen Phillips']","['60178', 'glen-philips', 'Glen Philips']"
"['60214', 'glenn-zaleski', 'Glenn Zaleski']","['60213', 'glenn-zalenski', 'Glenn Zalenski']"
"['60547', 'going-home-in-a-bodybag', 'Going Home In A Bodybag']","['60546', 'going-home-in-a-body-bag', 'Going Home In A Body Bag']"
"['60552', 'goitzsche-front', 'Goitzsche Front']","['60551', 'goitsche-front', 'Goitsche Front']"
"['60575', 'gold-jacks', 'Gold Jacks']","['60574', 'gold-jack', 'Gold Jack']"
"['60587', 'gold-star-dance-coompany', 'Gold Star Dance Coompany']","['60586', 'gold-star-dance-company', 'Gold Star Dance Company']"
"['60700', 'gomadi-monster', 'Gomadi & Monster']","['57854', 'gomad-monster', 'GOMAD! & MONSTER']"
"['57857', 'good-compny', 'GOOD COMPNY']","['57858', 'good-company', 'GOOD Company']"
"['60821', 'good-riddance', 'Good Riddance']","['60820', 'good-ridance', 'Good Ridance']"
"['57862', 'good-weather-forecast', 'GOOD WEATHER FORECAST']","['60840', 'good-weather-forcast', 'Good Weather Forcast']"
"['60887', 'goodnight-blue-moon', 'Goodnight Blue Moon']","['60886', 'goodnight-blu-moon', 'Goodnight Blu Moon']"
"['61095', 'gove-scrivenor', 'Gove Scrivenor']","['61094', 'gove-schrivenor', 'Gove Schrivenor']"
"['61242', 'graham-weber', 'Graham Weber']","['61241', 'graham-webber', 'Graham Webber']"
"['61435', 'grass-root-kids', 'Grass Root Kids']","['61434', 'grass-root-kid', 'Grass Root Kid']"
"['61530', 'gravity-layne', 'Gravity Layne']","['61529', 'gravity-lane', 'Gravity Lane']"
"['61557', 'grayson-capps', 'Grayson Capps']","['61556', 'grayson-capp', 'Grayson Capp']"
"['61603', 'great-escapes', 'Great Escapes']","['61602', 'great-escape', 'Great Escape']"
"['61678', 'green-days', 'Green Days']","['61677', 'green-day', 'Green Day']"
"['61711', 'green-river-ordinance', 'Green River Ordinance']","['61710', 'green-river-ordiance', 'Green River Ordiance']"
"['61734', 'greener-grounds', 'Greener Grounds']","['61733', 'greener-ground', 'Greener Ground']"
"['61747', 'greensky-bluesgrass', 'Greensky Bluesgrass']","['61746', 'greensky-bluegrass', 'Greensky Bluegrass']"
"['61770', 'greg-brockmann', 'Greg Brockmann']","['175830', 'greg-brockman', 'greg brockman']"
"['61817', 'greg-horne', 'Greg Horne']","['61816', 'greg-horn', 'Greg Horn']"
"['61871', 'greg-sankovich-piano-keyboards', 'Greg Sankovich - piano & keyboards']","['61870', 'greg-sankovich-piano-keyboard', 'Greg Sankovich - piano & keyboard']"
"['61930', 'gregory-alan-isakov', 'Gregory Alan Isakov']","['61929', 'gregory-alan-isaakov', 'Gregory Alan Isaakov']"
"['61942', 'gregory-mckilop', 'Gregory McKilop']","['61941', 'gregory-mckillop', 'Gregory McKillop']"
"['62126', 'gringo-starr', 'Gringo Starr']","['62125', 'gringo-star', 'Gringo Star']"
"['62306', 'grown-up-avengers-stuff', 'Grown Up Avengers Stuff']","['62305', 'grown-up-avenger-stuff', 'Grown Up Avenger Stuff']"
"['57941', 'grrrl-prty', 'GRRRL PRTY']","['62312', 'grrrl-party', 'Grrrl Party']"
"['62384', 'guanabatz', 'Guanabatz']","['62383', 'guana-batz', 'Guana Batz']"
"['57961', 'gueules-d-aminches', ""GUEULES D'AMINCHES""]","['57960', 'gueules-d-aminche', ""GUEULES D'AMINCHE""]"
"['62448', 'guidelines', 'Guidelines']","['62447', 'guideline', 'Guideline']"
"['62455', 'guido-bistrelli', 'Guido Bistrelli']","['62454', 'guido-bistarelli', 'Guido Bistarelli']"
"['62475', 'guillaume-bourbon-vocal-guitars-effets', 'Guillaume Bourbon : Vocal/Guitars/Effets']","['62474', 'guillaume-bourbon-voc-guitars-effects', 'Guillaume Bourbon : Voc/Guitars/Effects']"
"['62497', 'guilty-by-designs', 'Guilty By Designs']","['62496', 'guilty-by-design', 'Guilty By Design']"
"['62605', 'gunslingers', 'Gunslingers']","['62604', 'gunslinger', 'Gunslinger']"
"['62662', 'guthrie-trapp', 'Guthrie Trapp']","['62661', 'guthrie-trap', 'Guthrie Trap']"
"['63203', 'haas-krowert-tice', 'Haas Krowert & Tice']","['63202', 'haas-kowert-tice', 'Haas Kowert Tice']"
"['63313', 'hailee-steinfield', 'Hailee Steinfield']","['63312', 'hailee-steinfeld', 'Hailee Steinfeld']"
"['63353', 'hakan-hellstrom', 'Hakan Hellstrom']","['68154', 'hakan-hellstom', 'H\xc3\xa5kan Hellst\xc3\xb6m']"
"['63394', 'haley-michaels', 'Haley & Michaels']","['63393', 'haley-michael', 'Haley & Michael']"
"['63694', 'handsum-costanza', 'Handsum Costanza']","['63693', 'handsum-constanza', 'Handsum Constanza']"
"['63729', 'hank-cupcakes', 'Hank & Cupcakes']","['63728', 'hank-cupcake', 'Hank & Cupcake']"
"['63776', 'hannah-claire', 'Hannah Claire']","['63775', 'hannah-clair', 'Hannah Clair']"
"['63807', 'hannah-lou-clarke', 'Hannah Lou Clarke']","['63806', 'hannah-lou-clark', 'Hannah Lou Clark']"
"['63985', 'hard-days-night', 'Hard Days Night']","['63984', 'hard-day-s-night', ""Hard Day's Night""]"
"['64005', 'hard-times-for-giants', 'Hard Times For Giants']","['64004', 'hard-times-for-giant', 'Hard Times For Giant']"
"['64109', 'harmonica-lewinskies', 'Harmonica Lewinskies']","['64108', 'harmonica-lewinski', 'Harmonica Lewinski']"
"['64286', 'harvesters', 'Harvesters']","['64285', 'harvester', 'Harvester']"
"['64297', 'harvey-mclaughlin', 'Harvey McLaughlin']","['64296', 'harvey-mclaughin', 'Harvey McLaughin']"
"['64427', 'haunted-windchimes', 'Haunted Windchimes']","['64426', 'haunted-wind-chimes', 'Haunted Wind Chimes']"
"['64535', 'hayden-summerall', 'Hayden Summerall']","['64537', 'hayden-sumerall', 'Hayden sumerall']"
"['64539', 'hayes-carll', 'Hayes Carll']","['64538', 'hayes-carl', 'Hayes Carl']"
"['64614', 'hb-surroundsound', 'Hb Surroundsound']","['62958', 'hb-surround-sound', 'HB Surround Sound']"
"['64677', 'headbangers-balls', 'Headbangers Balls']","['64676', 'headbangers-ball', 'Headbangers Ball']"
"['64694', 'headless-horsman', 'Headless Horsman']","['64693', 'headless-horseman', 'Headless Horseman']"
"['64805', 'heartracers', 'HeartRacers']","['64845', 'heartracer', 'Heartracer']"
"['64868', 'heartthrrob', 'Heartthrrob']","['64867', 'heartthrob', 'Heartthrob']"
"['64980', 'heaven-shall-burn-unearth-rise-to-remain-neaera', 'Heaven Shall Burn, Unearth, Rise to Remain, Neaera']","['64979', 'heaven-shall-burn-unearth-rise-to-remain-naeara', 'Heaven Shall Burn, Unearth, Rise to Remain, Naeara']"
"['65069', 'heavyweight-djs', 'HeavyWeight DJs']","['65080', 'heavyweight-dj-s', ""Heavyweight DJ's""]"
"['65226', 'helado-negro', 'Helado Negro']","['65225', 'helado-nego', 'Helado Nego']"
"['65285', 'heliotropes', 'Heliotropes']","['65284', 'heliotrope', 'Heliotrope']"
"['65297', 'hell-caminos', 'Hell Caminos']","['65296', 'hell-camino', 'Hell Camino']"
"['65431', 'hello-piedpiper', 'Hello Piedpiper']","['65430', 'hello-piediper', 'Hello Piediper']"
"['65433', 'hello-plant', 'Hello Plant']","['65432', 'hello-planet', 'Hello Planet']"
"['65453', 'hells-bells', 'Hells Bells']","['65452', 'hells-belles', 'Hells Belles']"
"['175898', 'hendrikvogel', 'hendrikvogel']","['65542', 'hendrik-vogel', 'Hendrik Vogel']"
"['65578', 'henrik-schwarz', 'Henrik Schwarz']","['65577', 'henrik-schwartz', 'Henrik Schwartz']"
"['65597', 'henry-chow', 'Henry Chow']","['65596', 'henry-cho', 'Henry Cho']"
"['65756', 'herida-profunda', 'Herida Profunda']","['65755', 'herida-profuna', 'Herida Profuna']"
"['65807', 'heroes-and-villians', 'Heroes and Villians']","['65806', 'heroes-and-villans', 'Heroes and Villans']"
"['65918', 'hey-marseillies', 'Hey Marseillies']","['65917', 'hey-marseilles', 'Hey Marseilles']"
"['66035', 'hideous-divnity', 'Hideous Divnity']","['66034', 'hideous-divinity', 'Hideous Divinity']"
"['66265', 'hillbilly-rockstzrz', 'Hillbilly Rockstzrz']","['66264', 'hillbilly-rockstarz', 'Hillbilly Rockstarz']"
"['66330', 'hipshot-killers', 'HipShot Killers']","['66341', 'hipshot-killer', 'Hipshot Killer']"
"['66430', 'hizzleguy', 'HizzleGuy ']","['66429', 'hizzle-guy', 'Hizzle Guy']"
"['66511', 'hogslop-stringband', 'Hogslop Stringband']","['66510', 'hogslop-string-band', 'Hogslop String Band']"
"['66515', 'hoist-the-colours', 'Hoist the Colours']","['66514', 'hoist-the-colors', 'Hoist The Colors']"
