 Somme des distances parcourues par les 54715 artistes pris en compte : 3914895177.67,,,,
 , nom de l'artiste , km parcourus , ,
,nom,km,,
 , suena hermosa ,16.081509, ,
 , Alexis. ,16.077489, ,
 , The Lonesomes ,16.075018, ,
 , Robert Deckstar ,16.061538, ,
 , THE NOT LIKELYS ,16.05234, ,
 , Rik Wright's Fundamental Forces ,16.037137, ,
 , THATsound ,16.035771, ,
 , The Sofas ,16.024826, ,
 , Indigo Plateau ,16.001214, ,
 , Harry Peru ,15.99669, ,
 , The London SS ,15.984348, ,
 , Ghost Frog ,15.978442, ,
 , Brahctopus ,15.965634, ,
 , Leshen ,15.952376, ,
 , Rhye (Berlin) ,15.938332, ,
 , Marieann Meringolo ,15.913753, ,
 , Rosie and the Ramblers ,15.91175, ,
 , LA AIR RAID ,15.90512, ,
 , Fortnum ,15.890643, ,
 , Chris Teker ,15.88729, ,
 , Wulf Blitzer ,15.885469, ,
 , Tyler Brent ,15.862018, ,
 , Mighty Melody ,15.855438, ,
 , Leo Kidd ,15.796868, ,
 , Coyote Bred ,15.768372, ,
 , Gabriel Berenbaum ,15.761074, ,
 , ZRIKU ,15.751112, ,
 , Armen Paul ,15.740694, ,
 , NORMAL M ,15.724192, ,
 , Nick Brown ,15.699969, ,
 , Joytribe ,15.68992, ,
 , The Evokatones ,15.617346, ,
 , OG.D ,15.617297, ,
 , Primitive Programme ,15.603107, ,
 , Candy Volcano ,15.5458, ,
 , Radfax ,15.535727, ,
 , Fits ,15.518702, ,
 , Mehr is Mehr ,15.514103, ,
 , Annie Hardy ,15.49178, ,
 , Line leader ,15.477328, ,
 , Crom Dubh ,15.469773, ,
 , The Fighting Side ,15.426476, ,
 , Ukulelenprediger ,15.400003, ,
 , The Bad Invaders ,15.387191, ,
 , Abby Jeanne ,15.380396, ,
 , Compliments to the One ,15.366749, ,
 , Forbidden Temple ,15.353567, ,
 , Mr. Carter Davis ,15.346258, ,
 , old coast ,15.32697, ,
 , The Grooveliner ,15.286653, ,
 , False Priest ,15.26986, ,
 , Matt Pavolka ,15.256644, ,
 , Trochee Trochee ,15.250229, ,
 , Cedric Ledonne ,15.242176, ,
 , Anik Khan ,15.209455, ,
 , Seb Lamine ,15.20789, ,
 , Graveyard Lovers ,15.164002, ,
 , You Won't Feel a Thing ,15.11107, ,
 , Beano ,15.109723, ,
 , The Glass Eyes ,15.095573, ,
 , Pierre Palvair ,15.086557, ,
 , Josh Yavneh ,15.080589, ,
 , Mile 9 ,15.058908, ,
 , Kal Robson ,15.027686, ,
 , Meghan Stewart ,14.93607, ,
 , Lina Koutrakos ,14.909316, ,
 , Daxx & Roxane ,14.892283, ,
 , Mordus ,14.883631, ,
 , Divine Betrayal ,14.867793, ,
 , Leering Heathens ,14.853434, ,
 , Hell's Engine ,14.849888, ,
 , Dawnbreaker ,14.845619, ,
 , Benjamin Diamond ,14.829072, ,
 , Arséne DeLay ,14.814172, ,
 , The Primate Five ,14.781217, ,
 , Jon Gravy ,14.766159, ,
 , Stephonne ,14.751624, ,
 , 4PZ ,14.683132, ,
 , Hot Club of Spokane ,14.641838, ,
 , DJ shOOey ,14.537871, ,
 , New Rose ,14.488776, ,
 , Adam Wade ,14.471533, ,
 , KOMPRESSION ,14.409742, ,
 , Old Iron ,14.399732, ,
 , Strangerwolf ,14.399361, ,
 , BLAZE X BLACK ,14.383095, ,
 , reba and brooks and dunn ,14.381222, ,
 , Sarah Tollemache ,14.36859, ,
 , The Moonshines ,14.367816, ,
 , Life After This ,14.359857, ,
 , Seth Austin ,14.35083, ,
 , Starmy ,14.347147, ,
 , Thunder Knife ,14.344715, ,
 , Slow Witch ,14.340998, ,
 , Battle Of The Divas ,14.324238, ,
 , The Tipping Point ,14.310921, ,
 , He-Monster ,14.308327, ,
 , Isaiah Small ,14.292089, ,
 , North Coast Music Festival ,14.285686, ,
 , Blithehound ,14.285512, ,
 , DJ J.Remy ,14.256212, ,
 , Tim Herron ,14.244421, ,
 , Olivier Eyt ,14.227924, ,
 , Voksal ,14.205083, ,
 , Groove Animal ,14.167578, ,
 , Matty Graziano ,14.13263, ,
 , Rose Garden Funeral ,14.127509, ,
 , Zeppapotapuss ,14.117025, ,
 , Shane Diamanti ,14.055837, ,
 , Jorgos ,14.035163, ,
 , Jasmin Kaset ,14.033863, ,
 , Patrick Recob Music ,14.029655, ,
 , The Rats Are Back ,14.025504, ,
 , Unreasonable Hours ,14.015931, ,
 , the Drug Budget ,13.999158, ,
 , King Black Acid ,13.989868, ,
 , G and her Swinging 3 ,13.980248, ,
 , After Arizona ,13.939658, ,
 , Reklez ,13.934846, ,
 , Help the Doctor ,13.906078, ,
 , Smoky Greenwell ,13.903844, ,
 , Chloe & Taylor Turner ,13.820789, ,
 , Ivan Shopov ,13.820276, ,
 , FRAN SAN DISCO ,13.760832, ,
 , 11PARANOIAS ,13.752895, ,
 , Michael J (official) ,13.750819, ,
 , José Santiago ,13.728459, ,
 , The Haves ,13.715602, ,
 , Joyride Blues Band ,13.700807, ,
 , Lyndsey Smith ,13.682942, ,
 , Adrien Losco ,13.66228, ,
 , Lost Dog Ensemble ,13.648269, ,
 , Mainline Brass Band ,13.630633, ,
 , Scubadiver ,13.622992, ,
 , The Million Reasons ,13.555701, ,
 , Pangea Futbol Club ,13.520446, ,
 , Briel ,13.51747, ,
 , The Sophies ,13.510619, ,
 , Reverend Jack ,13.50928, ,
 , DJ JiM (Jazzeffiq) ,13.494334, ,
 , Mezzoferté ,13.476883, ,
 , Rob Dixon ,13.405365, ,
 , Railhazer ,13.385686, ,
 , Marie Midori ,13.378921, ,
 , NahemiA ,13.335405, ,
 , Esoson ,13.334611, ,
 , The Talkies ,13.300835, ,
 , Burdened ,13.286882, ,
 , Trick Shooter Social Club ,13.275515, ,
 , Mister HaK ,13.26728, ,
 , ROBIN VINING ,13.252818, ,
 , O-Ton ,13.248324, ,
 , P.A. Slim ,13.196548, ,
 , Erik K ,13.194522, ,
 , 29TH STREET SWINGTET ,13.169401, ,
 , The Brighton Boys ,13.157384, ,
 , Cotonete ,13.15116, ,
 , Giulio Caccini ,13.13044, ,
 , Alex Way ,13.095792, ,
 , The World In My Eyes ,13.071787, ,
 , High Defynition ,13.071094, ,
 , Surf mom ,13.070231, ,
 , John Ski ,13.068204, ,
 , Jimmy Macbride ,13.061255, ,
 , New York City Opera ,13.042735, ,
 , Solpier ,13.004157, ,
 , AYO Breeze ,13.003993, ,
 , Café Bizarre ,12.971695, ,
 , Todd Johnson ,12.969632, ,
 , LettuceHead ,12.960471, ,
 , Michael Buratto ,12.945168, ,
 , Upwell ,12.925302, ,
 , Phantom Vanity ,12.919756, ,
 , Wanderfoot ,12.887133, ,
 , Cheryl Pepsii Riley ,12.874554, ,
 , Boomtown Brass Band ,12.853114, ,
 , Stevie and the Lion ,12.807225, ,
 , Trash Dogs ,12.771106, ,
 , El Paso Downtown Street Festival ,12.747761, ,
 , Sinless ,12.7341, ,
 , Slow Planes ,12.697716, ,
 , Nicola Sergio ,12.68352, ,
 , Baby Spiders ,12.673786, ,
 , the Coldies ,12.671346, ,
 , Centerpath ,12.648449, ,
 , Wakeful ,12.62583, ,
 , Those Damn Crows ,12.605616, ,
 , Twin Chameleon ,12.603261, ,
 , BONG WISH ,12.597191, ,
 , Lirosi PLUS Annaloro ,12.572585, ,
 , Sun Time Hannah ,12.569006, ,
 , B. MIles ,12.549355, ,
 , Floating Room ,12.529274, ,
 , Mono Verde Collective ,12.522712, ,
 , Tiger Fang ,12.509015, ,
 , Mike Denny ,12.48915, ,
 , Wild Wild Mexico ,12.455414, ,
 , The Vinous ,12.444071, ,
 , Kalbells ,12.443217, ,
 , Karaoke Apocalypse ,12.437453, ,
 , Spencer Foreman ,12.412195, ,
 , Eli Tyler ,12.383999, ,
 , Exasperation ,12.382104, ,
 , Cyrus Youngman and the Kingfishers ,12.378758, ,
 , The Showers ,12.361385, ,
 , DJ Theresa ,12.31063, ,
 , Toto Jr. ,12.237327, ,
 , Courters ,12.230566, ,
 , Valentine James ,12.216221, ,
 , Harmonouche ,12.164422, ,
 , Fondude ,12.115894, ,
 , Pyrolatrous ,12.108688, ,
 , Ashley Austin Morris Fan Page ,12.101216, ,
 , Matt Doyle ,12.092483, ,
 , ZUCKERWATT ,12.08637, ,
 , Hot Shot Kixxx ,12.026012, ,
 , Luca Di Fabio ,12.023417, ,
 , Lowhency Pierre ,12.001361, ,
 , Rock Lobster ,11.994748, ,
 , Justin Molaison ,11.977631, ,
 , ME ME MONSTER ,11.96778, ,
 , Schoolyard Survival ,11.960398, ,
 , The Distorting Glass ,11.935421, ,
 , Occult Deceiver ,11.916049, ,
 , Bodies Be Rivers ,11.87229, ,
 , Boy from the Crowd ,11.86474, ,
 , ToffoloMuzik dj ,11.858472, ,
 , Use the Sun ,11.857035, ,
 , Easy Prey ,11.820384, ,
 , The Ormewoods ,11.80364, ,
 , Kally Price ,11.73934, ,
 , A Vibrant Lye ,11.730318, ,
 , Paul Bogaev ,11.728018, ,
 , Cowboy Jones ,11.708023, ,
 , Jean-Philippe Bordier ,11.692122, ,
 , Associations ,11.642312, ,
 , Avenoir ,11.638877, ,
 , Cities South ,11.607423, ,
 , Korhan Erel ,11.601288, ,
 , Longers ,11.585341, ,
 , Life In A Blender ,11.584659, ,
 , Hoots Pub ,11.578231, ,
 , Oli McCracken ,11.566721, ,
 , LFTD LVLS ,11.560414, ,
 , Hayes Peebles ,11.559125, ,
 , Hex Rated ,11.546336, ,
 , DJ Shatter ,11.54298, ,
 , Typefunk ,11.541292, ,
 , Lucid Traveler ,11.536106, ,
 , Space Gators ,11.527037, ,
 , Blonde Roses ,11.463675, ,
 , The Bad Larrys ,11.462443, ,
 , RBI ,11.442225, ,
 , Dayton Stone and The Undertones ,11.432788, ,
 , Simple Minded Symphony ,11.432331, ,
 , Luther and the Healers ,11.397037, ,
 , Champ Duggan ,11.380891, ,
 , Krammpstein ,11.337383, ,
 , Witch Bottle ,11.33325, ,
 , Yanix ,11.314534, ,
 , Eric le Lann 4tet ,11.273647, ,
 , JurieMember ,11.268963, ,
 , Jo Gritella ,11.256031, ,
 , We Are Pancakes ,11.240282, ,
 , Capital City Men's Chorus ,11.231536, ,
 , Royal Street Winding Boys ,11.229847, ,
 , The Mudflapps ,11.215177, ,
 , Boyish Charm ,11.155778, ,
 , Nerve Shatter ,11.133394, ,
 , Karaoke From Hell ,11.12107, ,
 , Nicole Pesce ,11.113319, ,
 , Old Joy ,11.098096, ,
 , MC J-Tec ,11.089765, ,
 , The Porter Trio ,11.043466, ,
 , The Baddest ,11.022168, ,
 , Unconditional Love ,10.94627, ,
 , Le Weekend Des Curiosités ,10.919245, ,
 , SwayHaus ,10.891615, ,
 , Dominique Folie ,10.888537, ,
 , Little Sue ,10.875026, ,
 , Sacré Coeur ,10.867148, ,
 , olinclusive ,10.856908, ,
 , Le grand souk ,10.842088, ,
 , Dead At Eleven ,10.817302, ,
 , Stu Ritchie ,10.80368, ,
 , Vibes Arise ,10.803532, ,
 , Jacob Young Jazzguitar ,10.786856, ,
 , Groove Contingency ,10.771958, ,
 , Little Liam ,10.770037, ,
 , Flip Phone ,10.767973, ,
 , Arts of Life band ,10.762896, ,
 , Jon Stringer ,10.753995, ,
 , Uber Rossi ,10.753995, ,
 , Danny Espinal ,10.740072, ,
 , Davey James Music ,10.737676, ,
 , Karim Blal ,10.737603, ,
 , Phat Effects ,10.733493, ,
 , River Snakes ,10.714392, ,
 , Chelsea Starr ,10.696593, ,
 , Germaine Bazzle ,10.681253, ,
 , Joy Askew ,10.673301, ,
 , Dj J-NICE ,10.633924, ,
 , Wulff ,10.629848, ,
 , Terribly Yours ,10.61792, ,
 , Tour-Maubourg ,10.597064, ,
 , Sharp Weapons ,10.581936, ,
 , Decimate The Living ,10.568592, ,
 , Pat Roberts ,10.547096, ,
 , Tash Neal ,10.545342, ,
 , Ethan Willis and The Long Goners ,10.533449, ,
 , Thumpermonkey ,10.528904, ,
 , We Call This Courage ,10.507182, ,
 , Inner Altar ,10.49416, ,
 , Jesse Seely ,10.492363, ,
 , Trap Rabbit ,10.477696, ,
 , Mel Tillis ,10.477122, ,
 , Lucien Barbarin ,10.454826, ,
 , Mau Mau Chaplains ,10.444164, ,
 , Seventh Realm ,10.428964, ,
 , Phil the Tremolo King ,10.402301, ,
 , DJ Raj Smoove ,10.397849, ,
 , The Long Highway ,10.388485, ,
 , Corgi Feldman ,10.382873, ,
 , Niels Lan Doky ,10.369496, ,
 , Colours Of Ostrava ,10.367979, ,
 , The Stapletones ,10.336932, ,
 , Jim Ripp ,10.328144, ,
 , DJ Carbon ,10.318975, ,
 , Freak Me ,10.318608, ,
 , Mark Braud ,10.301783, ,
 , VIRGINIE CÔTE ,10.297146, ,
 , François Gallix ,10.281766, ,
 , Indoor Creature ,10.269428, ,
 , Jenny Bruce ,10.239841, ,
 , Dirty Brown Jug Band ,10.234163, ,
 , MC Pryme ,10.229372, ,
 , Hawaii Symphony Orchestra ,10.193698, ,
 , Dion Parson ,10.181711, ,
 , Only Every Monday ,10.180852, ,
 , Sam Kuusisto ,10.179955, ,
 , Chris McDaniel ,10.179274, ,
 , DJ Breeazy ,10.156963, ,
 ,34,10.146624, ,
 , Muzzle Tung ,10.146384, ,
 , Melanie Marod ,10.146126, ,
 , Tinnarose ,10.142296, ,
 , BlackMagic ,10.09944, ,
 , Lasso Spells ,10.08432, ,
 , Marc Devine ,10.058082, ,
 , Bosswitch ,10.048428, ,
 , Jivan ,10.04307, ,
 , Coyote Ghost ,10.039246, ,
 , Ultimate Rap League ,10.01048, ,
 , George Apergis ,9.984609, ,
 , S U M ,9.98367, ,
 , The Fiascos ,9.979463, ,
 , Ian Ferguson ,9.968691, ,
 , DJLord ,9.963667, ,
 , Soca Dennis ,9.946036, ,
 , The Ornery ,9.944807, ,
 , Zio John ,9.934979, ,
 , Pascal Reva ,9.922485, ,
 , Feezable The Germ ,9.907222, ,
 , McClain Tini ,9.879894, ,
 , Les Funambules ,9.873031, ,
 , Micael Sene ,9.800371, ,
 , Extraordinary Popular Delusions ,9.754851, ,
 , The Wednesday People ,9.752173, ,
 , Telepanther ,9.735536, ,
 , Ish1da ,9.711312, ,
 , Satino ,9.710913, ,
 , Loose Marbles ,9.688961, ,
 , Sci-Fi Caper ,9.678476, ,
 , Kylaido ,9.67111, ,
 , DJ Questlove presents ,9.667315, ,
 , Corrupted Saint ,9.631533, ,
 , Nakwan  ,9.616586, ,
 , Esnoug ,9.614866, ,
 , Kapt'n Kirk ,9.567566, ,
 , The Heartattacks ,9.550732, ,
 , JOSE CAPARROS ,9.51518, ,
 , New Residence ,9.498459, ,
 , Giants of Lovers Rock ,9.494278, ,
 , Luna Mora ,9.491112, ,
 , DJ RM ,9.417885, ,
 , Hollow Wood ,9.411236, ,
 , Jessica Cornish ,9.380431, ,
 , Miss BB ,9.36016, ,
 , Azon Classic ,9.357523, ,
 , The Garage Kings ,9.34649, ,
 , Chris Christy ,9.29666, ,
 , Sarah Jane Nelson Music ,9.289075, ,
 , Carolina Calvache ,9.280991, ,
 , John James ,9.263376, ,
 , La llamada ,9.260784, ,
 , Celica ,9.244692, ,
 , Open'er Festival ,9.237533, ,
 , Gato ,9.219268, ,
 , The Euge Organ Trio ,9.19827, ,
 , Year of October ,9.187519, ,
 , Year of Death ,9.147134, ,
 , twin peetz ,9.118884, ,
 , Leyl Master Black ,9.09995, ,
 , SheShe ,9.092335, ,
 , The Bad Bees ,9.089997, ,
 , Sully De ,9.072301, ,
 , Terry Disley Experience ,9.049668, ,
 , The Blue Sky Disaster ,9.046606, ,
 , Harriet Tubman ,9.041637, ,
 , Jamwave ,9.031345, ,
 , Kit Ruscoe ,9.030537, ,
 , The Loved ,9.025228, ,
 , Renee Goust ,9.016543, ,
 , Riverside Riot ,9.010407, ,
 , Voidsmen ,9.001935, ,
 , Flimmerkiste ,8.996243, ,
 , Rip Junior ,8.981202, ,
 , Montrose Five ,8.977901, ,
 , Jenna Riot ,8.976404, ,
 , Caveman Ego ,8.974873, ,
 , AKLI D. ,8.968328, ,
 , Dark Heart News ,8.966914, ,
 , Underground Party ,8.953973, ,
 , Up Up We Go ,8.910259, ,
 , Firegarden ,8.873924, ,
 , John Royen ,8.871249, ,
 , Fancy Hagood ,8.86984, ,
 , Nino Sidius ,8.869356, ,
 , Ray Vaughn ,8.862402, ,
 , Nerijhe ,8.847542, ,
 , Navic ,8.830913, ,
 , Metronome The City ,8.827662, ,
 , Ray Davis ,8.826025, ,
 , Assailants ,8.806401, ,
 ,143,8.806312, ,
 , Brit La Palm ,8.788318, ,
 , Intrepid Bastards ,8.778474, ,
 , Strong Martian ,8.768463, ,
 , Alex Pall ,8.762656, ,
 , Mosaic Mountains ,8.745225, ,
 , Leslie Martin ,8.73569, ,
 , Gods In The Chrysalis ,8.733204, ,
 , Blind Lemon Pledge ,8.712487, ,
 , Mary Lane ,8.711558, ,
 , The Stronghold ,8.65987, ,
 , Bart Ramsey ,8.634816, ,
 , Sheers ,8.626877, ,
 , When We Team Up ,8.607796, ,
 , Babypuncher ,8.554421, ,
 , Paper Citizen ,8.551451, ,
 , Big J. Beats ,8.498661, ,
 , SkaD ,8.467439, ,
 , Voice On Tape ,8.4616, ,
 , Michael Dillard ,8.441835, ,
 , Iraklis Mindphaser ,8.423918, ,
 , DJ Doc Lee ,8.4162, ,
 , Meadow Mountain ,8.411196, ,
 , The All Access Tour ,8.401525, ,
 , Yankee Stadium Tours ,8.396618, ,
 , Superfónicos ,8.389099, ,
 , Camden Barfly ,8.363116, ,
 , DjRum ,8.361344, ,
 , Chance Bushman and the NOLA Jitterbugs ,8.342655, ,
 , VALERIO REALI ,8.328546, ,
 , AH-Effects ,8.320463, ,
 , The Frequence ,8.30208, ,
 , Brokeneck ,8.29224, ,
 , Hacknwheeze ,8.287901, ,
 , Young Hunger ,8.285893, ,
 , Bubble Boys ,8.249574, ,
 , Herbal Rootz ,8.248387, ,
 , Felix FX ,8.205861, ,
 , Jasen Weaver Band ,8.195769, ,
 , Proud Camden ,8.153661, ,
 , Taylor Kingman ,8.105979, ,
 , Erin Wright ,8.098595, ,
 , Bird's Eye ,8.090744, ,
 , Ritmosis ,8.059219, ,
 , SAES ,8.027335, ,
 , Braun Dapper ,8.023394, ,
 , Disco Demons ,7.999097, ,
 , Curley Sue ,7.999097, ,
 , Eugene Symphony ,7.998306, ,
 , Keedy Black ,7.998143, ,
 , Alma Mia ,7.995701, ,
 , The Mantells ,7.994971, ,
 , Big Sweater ,7.990145, ,
 , Ricki Derek ,7.989091, ,
 , Romain Cuoq ,7.940665, ,
 , Daniel Donato ,7.925933, ,
 , PNC Bank Arts Center ,7.919639, ,
 , The Last Roundup Boys ,7.900288, ,
 , Belsonic ,7.893529, ,
 , Scarecrow People ,7.869897, ,
 , These Mad Dogs Of Glory ,7.863909, ,
 , Disq ,7.86378, ,
 , Eugene Tyler Band ,7.85729, ,
 , Stephanie Lambring ,7.837857, ,
 , IKE STUBBLEFIELD ORGAN TRIO ,7.824644, ,
 , Ninebar ,7.811727, ,
 , Mr.Flamboyant ,7.803784, ,
 , Jeff Fiorello ,7.802253, ,
 , Bass Finger ,7.733967, ,
 , ZAJO ,7.718914, ,
 , The Monarch ,7.653433, ,
 , Tivon Pennicott ,7.630006, ,
 , Cynical Twins ,7.605052, ,
 , Dante Nero ,7.593207, ,
 , Chance Bushman and the Ibervillianaires ,7.586842, ,
 , Wild Rabbit Salad ,7.577894, ,
 , Americano Social Club ,7.553591, ,
 , NARC OUT THE REDS ,7.54479, ,
 , Robothuman ,7.521624, ,
 , Amy Odell ,7.511626, ,
 , Keith Fluitt ,7.510126, ,
 , Cumbia Ya! ,7.506031, ,
 , Flamenco Nights ,7.5047, ,
 , Serge salacroup ,7.500621, ,
 , Hometown Sweethearts ,7.478174, ,
 , Butched ,7.459436, ,
 , Ego Mechanics ,7.398622, ,
 , David Israel ,7.393764, ,
 , Juke Skywalker ,7.386166, ,
 , ITSEVI ,7.377769, ,
 , TomTomGroove ,7.37153, ,
 , Dayne Jordan ,7.369911, ,
 , Music Hospital ,7.369241, ,
 , GOD ROOT ,7.368392, ,
 , Dirty Charms ,7.366629, ,
 , Sortin' the Mail ,7.356038, ,
 , The Struggs ,7.352465, ,
 , Doc Robinson ,7.305637, ,
 , Frog Leg ,7.277872, ,
 , Tom McDermott and Chloe Feoranzo ,7.257036, ,
 , Revolution Road ,7.249824, ,
 , Brooke Van Poppelen ,7.221104, ,
 , Lori Kelley ,7.209286, ,
 , Devil to Drag ,7.165346, ,
 , Brent Lindley  ,7.13938, ,
 , Scarsun ,7.133566, ,
 , Jesse Montoya ,7.128757, ,
 , Tamo ,7.105848, ,
 , The Welfare Liners ,7.089051, ,
 , Black Thorn Halo ,7.081248, ,
 , Milevska Trio ,7.062677, ,
 , Schlagfertig ,7.016452, ,
 , Gabrielle Stravelli ,7.009227, ,
 , Jeremy White ,7.004788, ,
 , Blue Tongue ,6.970616, ,
 , Meschiya Lake and Tom McDermott ,6.970496, ,
 , D-Styles ,6.950124, ,
 , Thierry La Rosa ,6.935663, ,
 , Ecliptica ,6.932375, ,
 , Altar Blood ,6.931391, ,
 , The San Francisco Symphony ,6.88538, ,
 , Black Cracker ,6.866114, ,
 , JL Universe ,6.839185, ,
 , DCDR ,6.836573, ,
 , Handsome Dodger ,6.82318, ,
 , ANTHONY JAMBON GROUP ,6.818215, ,
 , Soul Edifice ,6.813975, ,
 , FRAPADINGOS ,6.809872, ,
 , Yadda Yadda ,6.802823, ,
 , Voodoo Music Experience ,6.800746, ,
 , TWELVE NOON ,6.765761, ,
 , The Shining Hours ,6.74177, ,
 , The Ver Sierra ,6.714429, ,
 , Civil Lust ,6.70659, ,
 , Carey Wolff ,6.705013, ,
 , Audio X ,6.684841, ,
 , nokx ,6.681909, ,
 , KCM ,6.655665, ,
 , Days Of Wild ,6.618482, ,
 , Beno Ridez ,6.616309, ,
 , Stuporhero ,6.612734, ,
 , QDP ,6.609772, ,
 , Jamie Jams ,6.598268, ,
 , Desmond White ,6.58453, ,
 , Rafal Sarnecki ,6.58453, ,
 , Lulu Lewis ,6.581247, ,
 , Ghoulaveli ,6.568063, ,
 , Brian Merrill ,6.56787, ,
 , Queen City Jazz Band ,6.566937, ,
 , The Shadow Lizzards ,6.534717, ,
 , Todd on guitar/vocals & Rich on cajon/percussion ,6.511125, ,
 , Ghosthive ,6.490307, ,
 , Darkblood ,6.488763, ,
 , Grensta ,6.488344, ,
 , Sucht ,6.486955, ,
 , Lucky Lee ,6.484354, ,
 , Badou Mandiang ,6.457018, ,
 , Coffintext ,6.443259, ,
 , Garbage Boy ,6.436646, ,
 , Slippe ,6.399668, ,
 , Dave Insley ,6.386217, ,
 , Morning Glory Revival ,6.383635, ,
 , Schlatter & Ferris ,6.373557, ,
 , The Rockin' Johnny Band ,6.336042, ,
 , DJ Serdna ,6.335007, ,
 , Andy Schneider ,6.334006, ,
 , Ralph Lavital ,6.319626, ,
 , Ivy Ford ,6.318928, ,
 , Bone Pilots ,6.311103, ,
 , DJ Revolver ,6.303572, ,
 , victor provost ,6.300254, ,
 , Carlton Holmes ,6.300254, ,
 , Big Spender Trio ,6.277508, ,
 , Glass Grapes ,6.265481, ,
 , Kt Mulholland ,6.246139, ,
 , Comedy Gumbeaux ,6.243424, ,
 , PARTY MODE ,6.235875, ,
 , Boat on The River ,6.219577, ,
 , Black Passion ,6.216695, ,
 , Eightball ,6.167692, ,
 , Wakeville ,6.165124, ,
 , Dr. Michael White ,6.128649, ,
 , Camp Candle ,6.103994, ,
 , DOCO ,6.098983, ,
 , Article III ,6.094111, ,
 , Diogo Ribeiro ,6.085254, ,
 , DJ Mas ,6.052298, ,
 , DJ JIM ,6.052298, ,
 , Boogie Shoes ,6.041332, ,
 , A.M. Mills ,6.037811, ,
 , TRADESMAN ,6.020062, ,
 , Omega Three ,5.988607, ,
 , Ypsitucky ,5.988605, ,
 , Asylus ,5.96565, ,
 , Tüth ,5.946933, ,
 , Josh the Word ,5.944125, ,
 , Jonestown Crows ,5.929536, ,
 , Nico Soffiato ,5.925281, ,
 , Bison's Big Bang ,5.907679, ,
 , THE GEIBRAL ELISHA MOVEMENT ,5.906608, ,
 , Koder ,5.855046, ,
 , Foul Swoops ,5.851152, ,
 , Darren Hoff and the Hard Times ,5.841728, ,
 , Pilots Of Venus ,5.83015, ,
 , DJ Candlestick ,5.815592, ,
 , DJ Symil ,5.806337, ,
 , The Miles Lee Band ,5.791968, ,
 , Phil DeGruy and Emily Robertson ,5.769702, ,
 , Insurgence ,5.735509, ,
 , Social Que ,5.715246, ,
 , ELMYRA ,5.698164, ,
 , Polyglamorous ,5.677624, ,
 , Detangler ,5.660148, ,
 , Oniku ,5.607546, ,
 , Surf Wax America ,5.591922, ,
 , DJ Mishka ,5.571067, ,
 , Julz Vurn ,5.551768, ,
 , Hungu ,5.548633, ,
 , Memo. ,5.519746, ,
 , Savier ,5.516663, ,
 , Kapix ,5.499072, ,
 , DJ SHAKEDOWN ,5.488129, ,
 , Erika Pluhar ,5.451553, ,
 , Kidd Sysko ,5.419292, ,
 , Debbie Poryes ,5.408642, ,
 , Close Encounter ,5.408502, ,
 , Franck Taschini ,5.381957, ,
 , Donna Brown ,5.361826, ,
 , Taka Kigawa ,5.344135, ,
 , Chris Vega ,5.338827, ,
 , OLIBUSTA ,5.329048, ,
 , Sid Kingsley ,5.327669, ,
 , Partial Traces ,5.31468, ,
 , Bryson Cone ,5.310827, ,
 , Anoxide ,5.309876, ,
 , Nomia ,5.305544, ,
 , Zeale Rapz ,5.294908, ,
 , Drown The Coward ,5.236112, ,
 , Spells and Curses ,5.222157, ,
 , VCARD ,5.221576, ,
 , Play Dj ,5.201615, ,
 , Dipped In Whiskey ,5.183035, ,
 , The red direct ,5.170362, ,
 , Bootie S.F. ,5.164533, ,
 , Yoann Hamburger ,5.159034, ,
 , Hendrixen ,5.153369, ,
 , Stu Richie ,5.127378, ,
 , Mandy Reichert ,5.124601, ,
 , Robert Cazimero ,5.115719, ,
 , Star Parks ,5.083189, ,
 , Maertz ,5.07916, ,
 , Kara Ali ,5.052332, ,
 , Cat La Chappelle ,5.027537, ,
 , DJ Snare ,5.022045, ,
 , Der Galgen ,5.020986, ,
 , Thur Deephrey ,5.010076, ,
 , Yuri Juarez ,4.93879, ,
 , Christopher Ford ,4.925194, ,
 , Fehrenbacher ,4.924979, ,
 , Hawaii Opera Theatre ,4.919965, ,
 , The Apostles of Manchaca ,4.914174, ,
 , Lunas ,4.894739, ,
 , Orchestre Pasdeloup ,4.885925, ,
 , Dunt ,4.848602, ,
 , John Szetela Music ,4.847938, ,
 , Rico Nevotion ,4.83907, ,
 , Leo Giannola ,4.833392, ,
 , DJ Demchuk ,4.815437, ,
 , The Bascinets ,4.790108, ,
 , Otown Marco ,4.778357, ,
 , Sweet Home Symphony ,4.760687, ,
 , Zinar Yaman ,4.73504, ,
 , Mckinley Dixon ,4.660757, ,
 , Ruth Lévy-Benseft ,4.655906, ,
 , Nya Filmquizet tar över staffetpinnen från Stockholms filmquiz ,4.655448, ,
 , Shannon Entropy ,4.654114, ,
 , The Pansies ,4.647312, ,
 , Zalon ,4.615296, ,
 , Joss Martin ,4.604017, ,
 , G.Rizo ,4.570515, ,
 , Druglord ,4.559686, ,
 , Stroy Moyd ,4.558527, ,
 , Paul Musso ,4.544086, ,
 , Spencer Murphy ,4.543415, ,
 , Lawrence Leathers ,4.543415, ,
 , Guitar Slim Jr. ,4.534294, ,
 , Neil Haven ,4.52429, ,
 , Big Mike's BOX of ROCK ,4.51809, ,
 , Bumbershoot ,4.499359, ,
